apt_code,apt_name,total_households,completion_date,district,total_buildings,land_address,road_address,latitude,longitude,construction_company,heating_type,max_floor,min_floor,parking_per_household,area_list
fb077f09,목동신시가지8단지,1352세대,1987-09-01,서울시 양천구 신정동,12,서울시 양천구 신정동 314,서울시 양천구 목동서로 280,37.521689,126.868401,동부건설(주),"중앙난방, 열병합",20,12,0.45,"75,98,112,127"
255920e6,쌍용,1352세대,1997-02-01,서울시 도봉구 창동,15,서울시 도봉구 창동 807,서울시 도봉구 마들로 551,37.659596,127.048509,쌍용건설(주),"지역난방, 열병합",24,20,0.0,"79,107,157"
bd4abb59,삼각산아이원,1344세대,2003-12-01,서울시 강북구 미아동,20,서울시 강북구 미아동 1357,서울시 강북구 삼양로19길 113,37.615672,127.017853,풍림산업(주),"개별난방, 도시가스",25,11,1.22,"79,105,137"
cbd34bfc,서울역센트럴자이,1341세대 (장기전세 228세대 포함),2017-08-01,서울시 중구 만리동2가,14,서울시 중구 만리동2가 176-1,서울시 중구 만리재로 175,37.554746,126.963455,지에스건설(주),"개별난방, 도시가스",25,16,1.14,"84A,85B,85C,97A,98B,99C,99D,112A,113C,113B,113E,131T"
391f9e6f,미성,1340세대,1988-10-01,서울시 은평구 불광동,10,서울시 은평구 불광동 248,서울시 은평구 통일로 780,37.615143,126.928117,라이프주택,"중앙난방, 도시가스",15,13,0.96,"88,112,146"
45a2c7d3,신정이펜하우스3단지,1339세대 (장기전세 1137세대 포함),2011-06-01,서울시 양천구 신정동,22,서울시 양천구 신정동 1316,서울시 양천구 신정이펜1로 50,37.512905,126.830539,풍림산업(주),"지역난방, 열병합",15,11,1.1,"83D,116A,117C,117B,156A"
d97c178e,우성1차,1335세대,1988-09-01,서울시 동작구 신대방동,16,서울시 동작구 신대방동 565,서울시 동작구 여의대방로 22,37.492089,126.911546,우성건설(주),"개별난방, 도시가스",20,15,1.0,"84,101,136,147,183"
464b2a49,벽산,1332세대 (장기전세 510세대 포함),1996-06-01,서울시 성동구 하왕십리동,9,서울시 성동구 하왕십리동 258,서울시 성동구 무학로 50,37.56889,127.031289,벽산건설(주),"개별난방, 도시가스",21,15,1.02,"88,107,139"
50428c5f,삼성래미안트리베라2차,1330세대 (장기전세 228세대 포함),2010-05-01,서울시 강북구 미아동,22,서울시 강북구 미아동 812,서울시 강북구 삼양로27길 19,37.617507,127.020797,삼성물산(주),"개별난방, 도시가스",25,6,1.17,"79C,80B,82A,107C,107B,110A,110D,141"
a4d2ea2f,e편한세상금호파크힐스,1330세대 (장기전세 137세대 포함),2019-05-01,서울시 성동구 금호동1가,16,서울시 성동구 금호동1가 1823,서울시 성동구 금호로 140,37.554416,127.022924,㈜대림산업,"개별난방, 도시가스",21,8,1.15,"85A,86B,90C,110A,113B,118C,151,164"
830ade2e,홍은벽산,1329세대,1997-09-01,서울시 서대문구 홍은동,16,서울시 서대문구 홍은동 455,서울시 서대문구 세검정로1길 95,37.595278,126.94447,벽산건설주식회사,"개별난방, 도시가스",15,12,0.89,"78,102N,102S,134,164"
4fc36953,데시앙,1326세대 (장기전세 967세대 포함),2010-01-01,서울시 중랑구 신내동,15,서울시 중랑구 신내동 317,서울시 중랑구 용마산로 669,37.611297,127.099924,(주)태영건설외 1,"지역난방, 열병합",15,11,1.14,"81A,105A,106D,106E,106B,106C,140A,140B,141C,144P"
1e97b52b,신동아,1326세대,1984-06-01,서울시 용산구 서빙고동,15,서울시 용산구 서빙고동 241-21,서울시 용산구 이촌로 347,37.518301,126.988151,신동아건설(주),"지역난방, 열병합",13,13,1.13,"103,151A,152B,179A,179B,226A,226B"
48c223e0,디에이치아너힐즈,1320세대 (장기전세 85세대 포함),2019-08-01,서울시 강남구 개포동,23,서울시 강남구 개포동 1281,서울시 강남구 삼성로 11,37.484654,127.067254,현대건설(주),"지역난방, 열병합",33,2,1.6,"67B,67A,82A,83B,83C,103,112T,114A,114B,115C,115D,117T,121TA,122TB,125T,128B,128C,128A,135T,142T,144B,144D,144A,144C,148T,167T,175T,176,186T,202T"
bd041e34,고덕주공9단지,1320세대,1985-11-01,서울시 강동구 명일동,14,서울시 강동구 명일동 257,서울시 강동구 상암로 251,37.547941,127.151555,대한주택공사,"중앙난방, 도시가스",15,15,0.51,"103,104B,106A,106A,108B"
e083cfc6,"현대,우성",1320세대,1988-09-01,서울시 노원구 하계동,12,서울시 노원구 하계동 270,서울시 노원구 섬밭로 232,37.637534,127.066081,"우성건설,현대산업개발","중앙난방, 도시가스",15,15,1.05,"87,87B,87A,101A,102B,103C,146"
75f49df9,종암SK,1318세대,1999-04-01,서울시 성북구 종암동,6,서울시 성북구 종암동 104-1,서울시 성북구 종암로24가길 53,37.601543,127.036531,SK건설,"중앙난방, 도시가스",27,17,1.28,"80B,81A,109,143"
8b9629b1,쌍용,1318세대,2000-11-01,서울시 동대문구 이문동,15,서울시 동대문구 이문동 64,서울시 동대문구 한천로58길 47,37.600439,127.068505,쌍용건설(주),"개별난방, 도시가스",25,16,1.15,"81,108A,108B,140"
68880e6b,래미안리더스원,1317세대 (장기전세 166세대 포함),2020-09-01,서울시 서초구 서초동,12,서울시 서초구 서초동 1336,서울시 서초구,37.490397,127.028251,삼성물산(주),"지역난방, 열병합",35,15,1.9,"84A,85B,97A,98B,108A,111A,111B,112C,142A,144B,167A,168B,219A,260,299"
e4f341ef,"현대2,3,4차",1316세대,1984-12-01,서울시 송파구 오금동,21,서울시 송파구 오금동 43,서울시 송파구 오금로35길 17,37.505428,127.126814,현대산업개발(주),"지역난방, 열병합",14,14,1.0,"102,152,157,193"
f931f60f,문정시영,1316세대,1989-03-01,서울시 송파구 문정동,10,서울시 송파구 문정동 145,서울시 송파구 송이로31길 56,37.491757,127.136405,현대,"지역난방, 열병합",14,14,0.68,"37,52,61,74"
73c9313a,은빛2단지,1313세대,1998-10-01,서울시 노원구 상계동,9,서울시 노원구 상계동 1256,서울시 노원구 동일로245가길 41,37.680019,127.053849,한신공영(주),"지역난방, 열병합",15,13,0.53,"53,67,81"
a3be3055,태릉해링턴플레이스,1308세대 (장기전세 45세대 포함),2021-09-01,서울시 노원구 공릉동,15,서울시 노원구 공릉동 230,서울시 노원구,37.625627,127.0826,효성중공업(주),"개별난방, 도시가스",25,4,1.18,"67,80A,82B,97A,98B,100C,101D,109B,110A"
31a6be9d,래미안베라힐즈,1305세대 (장기전세 258세대 포함),2019-08-01,서울시 은평구 녹번동,20,서울시 은평구 녹번동 283,서울시 은평구 통일로 630,37.604143,126.936406,삼성물산(주),"개별난방, 도시가스",20,2,1.07,"81TB,82PA,82PF,83TD,84TC,84TE,86TF,87TA,91G,109D,111G,113C,114H,116A,119B,122F,134E,156TA"
38e5c3fd,백련산SK뷰아이파크,1305세대 (장기전세 226세대 포함),2020-05-01,서울시 은평구 응암동,11,서울시 은평구 응암동 767,서울시 은평구 응암로30길 16,37.595432,126.920917,"에스케이건설(주),현대산업개발(주)","개별난방, 도시가스",25,18,1.14,"83A,84B,86C,111,129"
13a1d49e,강남한양수자인,1304세대 (장기전세 653세대 포함),2014-03-01,서울시 강남구 자곡동,26,서울시 강남구 자곡동 세곡2보금자리주택지구4블럭,서울시 강남구 자곡로 260,37.476697,127.112814,"(주)한양, 울트라건설","개별난방, 도시가스",10,5,1.25,"81A2,81E,81B1,81A2N,81T3,82T2,113C,113A1,114B,114BN,114B1,135D,135DN,136A,136T,153C,153A,153AN,154B,154BN"
30a783c8,문래자이,1302세대,2001-11-01,서울시 영등포구 문래동3가,18,서울시 영등포구 문래동3가 54,서울시 영등포구 당산로4길 12,37.516407,126.896861,LG건설(주),"개별난방, 도시가스",25,20,1.56,"115,155,185"
b218eae2,장미2차,1302세대,1979-08-01,서울시 송파구 신천동,10,서울시 송파구 신천동 11,서울시 송파구 올림픽로35길 104,37.520403,127.102681,라이프주택,"지역난방, 열병합",14,14,1.0,"92,108,127,151"
7a9d374f,독립문극동,1300세대,1998-12-01,서울시 서대문구 현저동,12,서울시 서대문구 현저동 200,서울시 서대문구 독립문공원길 17,37.572394,126.956827,극동건설,"개별난방, 도시가스",23,18,1.03,"80,108A,108B,127,140"
974237ea,타워팰리스1차,1297세대,2002-10-01,서울시 강남구 도곡동,4,서울시 강남구 도곡동 467,서울시 강남구 언주로30길 56,37.488556,127.054664,삼성물산(주),"지역난방, 열병합",66,29,2.83,"105,112A,112B,161A,162B,183,220B,220A,233,297,327"
9323bf69,"현대6,7차",1288세대,1978-09-01,서울시 강남구 압구정동,15,서울시 강남구 압구정동 456,서울시 강남구 압구정로 201,37.530219,127.028998,,"지역난방, 열병합",14,14,0.85,"156B,156A,156C,157,170,212A,212B,264"
15354934,구로두산,1285세대,1998-11-01,서울시 구로구 구로동,10,서울시 구로구 구로동 1265,서울시 구로구 도림로 59,37.489378,126.889377,두산건설(주),"중앙난방, 도시가스",25,6,0.59,"61,69,77,98"
82a4a8c8,현대(929),1281세대,2000-11-01,서울시 노원구 월계동,11,서울시 노원구 월계동 929,서울시 노원구 석계로 49,37.618442,127.062685,현대산업개발(주),"개별난방, 도시가스",27,9,1.18,"85,109,143"
dfb11e80,래미안대치팰리스1단지,1278세대 (장기전세 20세대 포함),2015-09-01,서울시 강남구 대치동,13,서울시 강남구 대치동 1027,서울시 강남구 삼성로51길 37,37.494374,127.057833,삼성물산주식회사,"지역난방, 열병합",35,12,1.92,"88B,88A,102,111C,112B,113A,118,122F,124,125C,125B,126A,126E,126D,149C,149B,150A,150D"
b9ab8b26,대상타운현대,1278세대,2001-10-01,서울시 도봉구 방학동,16,서울시 도봉구 방학동 720-1,서울시 도봉구 마들로 616,37.665537,127.047901,대상(주),"개별난방, 도시가스",23,19,1.55,"80,109,127A,128B,164,198"
ce109741,돈암삼성,1278세대,1999-04-01,서울시 성북구 돈암동,7,서울시 성북구 돈암동 15-1,서울시 성북구 동소문로34길 24,37.599398,127.023241,삼성물산(주),"개별난방, 도시가스",26,12,1.31,"79,105,137"
dc0842c6,마곡엠밸리14단지,1270세대 (장기전세 891세대 포함),2014-05-01,서울시 강서구 마곡동,13,서울시 강서구 마곡동 750,서울시 강서구 마곡중앙로 33,37.556556,126.824685,(주)한화건설 외1,"지역난방, 열병합",16,6,1.13,"114D,114E1,114B,114B1,154B2"
1d985d0b,두산,1267세대,1994-09-01,서울시 성동구 금호동3가,16,서울시 성동구 금호동3가 1331,서울시 성동구 동호로 100,37.550685,127.016442,두산건설(주),"개별난방, 도시가스",15,13,0.56,"82,96,104,136,144,145S"
67aa663c,서초더샵포레,1264세대 (장기전세 215세대 포함),2014-08-01,서울시 서초구 내곡동,26,서울시 서초구 내곡동 77,서울시 서초구 헌릉로8길 58,37.452674,127.063434,(주)포스코건설,"개별난방, 도시가스",20,2,1.38,"80A,80A1,80B1,80B1N,112C,112B,112A,112CN,113B1,113H,113F,113F1,114E,134BN,134B,135A,135F,135E,136C,152B,152A,152BN,153D"
700db95c,성현동아,1261세대,2000-05-01,서울시 관악구 봉천동,10,서울시 관악구 봉천동 1703,서울시 관악구 관악로 285,37.489795,126.955714,동아건설산업(주),"개별난방, 도시가스",24,15,1.31,"86,108,141"
6aae7bc8,반포미도1차,1260세대,1987-06-01,서울시 서초구 반포동,8,서울시 서초구 반포동 60-4,서울시 서초구 서초중앙로29길 28,37.502254,127.00881,,"지역난방, 열병합",15,15,1.07,110
0299321b,동아에코빌,1253세대,2003-06-01,서울시 성북구 상월곡동,15,서울시 성북구 상월곡동 101,서울시 성북구 장월로1길 28,37.607917,127.045737,동아건설산업(주),"개별난방, 도시가스",23,11,1.27,"87A,87B,109B,109A,142B,142A"
268c556b,신도림태영타운,1252세대,2000-12-01,서울시 구로구 구로동,13,서울시 구로구 구로동 1267,서울시 구로구 새말로 93,37.506025,126.888814,(주)태영,"중앙난방, 열병합",27,16,1.58,"81,108,126,167,205"
817584c3,서초네이처힐3단지,1251세대 (장기전세 853세대 포함),2013-01-01,서울시 서초구 우면동,17,서울시 서초구 우면동 717,서울시 서초구 태봉로2길 60,37.464722,127.027901,진흥기업(주),"개별난방, 도시가스",19,12,1.12,"112C,112A,113B,151F"
afa0bee5,신촌그랑자이,1248세대 (장기전세 216세대 포함),2020-02-01,서울시 마포구 대흥동,18,서울시 마포구 대흥동 12,서울시 마포구 대흥로 175,37.55557,126.944509,지에스건설(주),"개별난방, 도시가스",23,12,1.17,"80A,82B,112A,113B,114C,114D,128,153B"
ab544ca0,래미안트리베라1차,1247세대 (장기전세 212세대 포함),2010-05-01,서울시 강북구 미아동,24,서울시 강북구 미아동 813,서울시 강북구 삼양로19길 25,37.613214,127.02041,삼성물산(주),"개별난방, 도시가스",24,5,1.25,"86,109A,110B,113,145"
fe959c2a,신내5단지두산대림,1244세대,1995-12-01,서울시 중랑구 묵동,28,서울시 중랑구 묵동 20,서울시 중랑구 신내로21길 16,37.616974,127.088245,대림산업,"지역난방, 열병합",12,5,2.0,"124A,126B,151"
fc9af2e5,삼성래미안,1244세대,2004-05-01,서울시 구로구 구로동,16,서울시 구로구 구로동 256-1,서울시 구로구 디지털로31길 90,37.487654,126.891925,삼성물산(주),"개별난방, 도시가스",25,14,1.18,"74A,77B,100,132,134"
8aed1320,고덕강일4단지,1239세대 (장기전세 597세대 포함),2020-08-01,서울시 강동구 강일동,10,서울시 강동구 강일동 114번지 일원(고덕강일 공공주택지구 4단지),서울시 강동구,37.57262,127.1731,(주)두산건설,"지역난방, 열병합",24,8,0.93,"73A,87A"
2b25b66a,동부골든,1236세대 (장기전세 304세대 포함),1998-12-01,서울시 구로구 오류동,10,서울시 구로구 오류동 338,서울시 구로구 고척로 49,37.499391,126.83982,동부건설(주),"개별난방, 도시가스",20,13,0.66,"81,96,104,129,139"
c71d830e,금천롯데캐슬골드파크3차,1236세대 (장기전세 179세대 포함),2018-10-01,서울시 금천구 독산동,6,서울시 금천구 독산동 1155,서울시 금천구 시흥대로 291,37.460093,126.897765,롯데건설(주),"개별난방, 도시가스",46,43,1.29,"84B-1,84B,85A,85A-1,119"
1001cde0,전농우성,1234세대,1992-03-01,서울시 동대문구 전농동,15,서울시 동대문구 전농동 6,서울시 동대문구 사가정로 190,37.57728,127.064769,우성건설(주),"개별난방, 도시가스",15,12,0.96,"55,75,95,126,136"
279ac7d7,미성,1230세대,1980-12-01,서울시 송파구 신천동,9,서울시 송파구 신천동 17-6,서울시 송파구 올림픽로33길 17,37.517448,127.1062,라이프주택개발(주),"중앙난방, 열병합",10,10,1.69,"62,79,105,168"
8f261d60,북한산푸르지오,1230세대 (장기전세 155세대 포함),2015-07-01,서울시 은평구 녹번동,22,서울시 은평구 녹번동 281,서울시 은평구 통일로 660,37.606856,126.936368,(주)대우건설,"개별난방, 도시가스",20,2,1.23,"82A,96T,107D,108C,114A,115B,139B,140A,144T"
36211be2,힐스테이트신촌,1226세대 (장기전세 234세대 포함),2020-08-01,서울시 서대문구 북아현동,15,서울시 서대문구 북아현동 1-954,서울시 서대문구 이화여대8길 123,37.562291,126.951063,현대건설(주),"개별난방, 도시가스",20,10,1.12,"58B,58A,64A,74A,78B,88,107D,114E,114C,114B,114TB,115A,115TA,117F,117G,151"
1ca4dffc,주공1단지,1224세대,2001-11-01,서울시 동대문구 휘경동,13,서울시 동대문구 휘경동 57,서울시 동대문구 한천로 248,37.583069,127.071008,(주)서한,"개별난방, 도시가스",25,8,2.04,"109C,110A,110F,110E,110D,110B,110G,149B,149D,149A,149C,149E"
0092067c,우성,1222세대,1991-03-01,서울시 마포구 도화동,15,서울시 마포구 도화동 82,서울시 마포구 삼개로 38,37.536774,126.948441,우성건설(주),"중앙난방, 도시가스",15,8,1.0,"75,92,107,132,149,168"
d01291c7,아크로타워스퀘어,1221세대 (장기전세 200세대 포함),2017-08-01,서울시 영등포구 영등포동7가,7,서울시 영등포구 영등포동7가 203,서울시 영등포구 국회대로54길 10,37.523829,126.907444,대림산업주식회사,"개별난방, 도시가스",35,26,1.13,"82B,82A,82C,98,115B,115A,115C,115D,156A,156B,195"
7ac38314,성내삼성,1220세대,1999-09-01,서울시 강동구 성내동,10,서울시 강동구 성내동 590,서울시 강동구 풍성로 127,37.531309,127.125936,삼성물산(주),"중앙난방, 도시가스",28,9,1.03,"85,110,142"
7a66357c,양평한신,1215세대,1996-04-01,서울시 영등포구 양평동5가,10,서울시 영등포구 양평동5가 76,서울시 영등포구 양평로24길 9,37.540232,126.892087,한신공영주식회사,"중앙난방, 도시가스",20,18,1.0,"83,109"
91417c48,삼성래미안,1213세대 (장기전세 387세대 포함),2001-06-01,서울시 영등포구 신길동,13,서울시 영등포구 신길동 4934,서울시 영등포구 가마산로79길 7,37.505743,126.91521,삼성물산주식회사,"개별난방, 도시가스",22,7,0.85,"79A,79B,107B,108A,113,141"
3fd0cab4,신반포4차,1212세대,1979-10-01,서울시 서초구 잠원동,12,서울시 서초구 잠원동 70,서울시 서초구 잠원로 37-48,37.508701,127.006282,한신공영(주),"지역난방, 열병합",13,12,1.0,"103A,103B,108,113C,113A,113B,114A,115B,116C,149,168"
d493916d,한신,1200세대,1988-10-01,서울시 노원구 하계동,4,서울시 노원구 하계동 284,서울시 노원구 공릉로 351,37.637504,127.069153,한신공영(주),"지역난방, 열병합",15,15,0.69,"35,46,58"
fee3db3c,e편한세상송파파크센트럴,1199세대 (장기전세 227세대 포함),2020-06-01,서울시 송파구 거여동,12,서울시 송파구 거여동 234번지 일원,서울시 송파구 오금로 551,37.493915,127.150756,대림산업(주),"지역난방, 열병합",33,7,1.22,"81C,81D,82A,82B,111A,111C,111F,111E,111G,111H,111B,112D,114I,137B,139A,182B,183A,198"
f4d8f811,마곡13단지힐스테이트마스터,1194세대,2017-04-01,서울시 강서구 마곡동,22,서울시 강서구 마곡동 748,서울시 강서구 마곡중앙1로 71,37.557929,126.81822,현대엔지니어링(주),"지역난방, 열병합",16,9,1.38,"81A,81B,81C,114A,115B"
c4c25b9f,청솔,1192세대,1989-10-01,서울시 노원구 하계동,8,서울시 노원구 하계동 274,서울시 노원구 공릉로59길 25,37.63242,127.071051,,"중앙난방, 도시가스",15,7,0.3,"55A,56B,69A,70B,83A,83B,83C,84D"
c649f93c,DMC롯데캐슬더퍼스트,1192세대 (장기전세 203세대 포함),2020-06-01,서울시 은평구 수색동,15,서울시 은평구 수색동 361-10,서울시 은평구,37.584794,126.891951,롯데건설(주),"개별난방, 도시가스",25,7,1.12,"59,74,85,112A,113B,113C,132A,133B,151"
b9bd935d,보문파크뷰자이,1186세대 (장기전세 208세대 포함),2017-01-01,서울시 성북구 보문동6가,17,서울시 성북구 보문동6가 458,서울시 성북구 보문사길 111,37.580271,127.018895,지에스건설주식회사,"개별난방, 도시가스",20,9,1.09,"69A,69B,69C,81C,82A,82B,98B,98C,98A,112E,113A,113D,114B,114F,114C"
31c46eed,북한산현대힐스테이트3차,1185세대,2010-08-01,서울시 은평구 불광동,19,서울시 은평구 불광동 641,서울시 은평구 불광로 122-10,37.618763,126.934883,현대건설(주),"개별난방, 도시가스",15,6,1.19,"78,79A,79B,79A1,110A,110A1,111C,111B,149A,149A1,167A1,167A"
2bbafa34,금호대우,1181세대,2001-05-01,서울시 성동구 금호동4가,14,서울시 성동구 금호동4가 800,서울시 성동구 독서당로 272,37.546115,127.020441,(주)대우,"개별난방, 도시가스",24,15,1.36,"79A,81C,81B,109,112,145A,145B,145C"
64b7f1ac,더샵스타시티,1177세대,2007-01-01,서울시 광진구 자양동,4,서울시 광진구 자양동 227-7,서울시 광진구 아차산로 262,37.537509,127.072592,(주)포스코건설,"개별난방, 도시가스",58,35,3.27,"122D,127J,132O,141G,142N,151H,162B,166L,171F,176I,176C,207A,225E,237K,245M,312P"
d75d523c,삼환,1174세대,1997-05-01,서울시 영등포구 신길동,11,서울시 영등포구 신길동 897-1,서울시 영등포구 여의대방로43라길 9,37.507299,126.919267,삼환기업(주),"중앙난방, 도시가스",25,18,0.93,"81,108,108S"
4dd0c263,마곡엠밸리15단지,1171세대 (장기전세 755세대 포함),2014-05-01,서울시 강서구 마곡동,13,서울시 강서구 마곡동 751,서울시 강서구 마곡중앙로 36,37.556958,126.827983,대우조선해양건설(주),"지역난방, 열병합",16,6,1.11,"82H,82N,115E1,115B,115B1,116D,155H,155N"
846950a4,광장현대파크빌10차,1170세대,2000-08-01,서울시 광진구 광장동,13,서울시 광진구 광장동 577,서울시 광진구 아차산로 549,37.544274,127.101681,현대건설(주),"개별난방, 도시가스",25,14,1.03,"75A,75C,75D,75B,99A,99B"
99988877,하버라인3단지,1170세대 (장기전세 438세대 포함),2019-03-01,서울시 구로구 항동,12,서울시 구로구 항동 공공주택지구내3단지,서울시 구로구 항동로 43,37.479652,126.82459,"한신공영(주), (주)평광건설, 대진공무(주)","지역난방, 열병합",18,9,0.0,"85A,85B,105A,105B,106C,119A,120B"
876b1f32,삼성래미안,1168세대,2004-09-01,서울시 성북구 종암동,17,서울시 성북구 종암동 80,서울시 성북구 종암로25길 30,37.600965,127.029711,삼성물산(주),"개별난방, 도시가스",20,16,1.14,"80,107,139"
6d0ce3f4,우장산롯데캐슬,1164세대,2003-09-01,서울시 강서구 화곡동,21,서울시 강서구 화곡동 1145,서울시 강서구 공항대로 382,37.555616,126.84815,롯데건설,"개별난방, 도시가스",25,12,1.69,"109,147,170,215"
f18a9bd4,공덕자이,1164세대 (장기전세 201세대 포함),2015-04-01,서울시 마포구 아현동,18,서울시 마포구 아현동 380,서울시 마포구,37.553415,126.958596,지에스건설 주식회사,"중앙난방, 열병합",21,11,1.32,"85,110B,110C,111A,111G,112D,112E,113F,144A,152B"
4eba1684,노원롯데캐슬시그니처,1163세대 (장기전세 198세대 포함),2023-06-01,서울시 노원구 상계동,10,서울시 노원구 상계동 95-3,서울시 노원구,37.664959,127.07786,㈜롯데건설,"개별난방, 도시가스",29,13,0.0,"33,59,74A,75B,80B,81A,109A,109B,109C,124A"
51e61e98,신동아,1162세대,1992-10-01,서울시 강남구 수서동,8,서울시 강남구 수서동 736,서울시 강남구 광평로47길 17,37.487806,127.0984,신동아건설(주),"지역난방, 열병합",15,15,0.27,"49,55,60,69"
d4d3628b,현대3차,1162세대,1997-10-01,서울시 영등포구 대림동,7,서울시 영등포구 대림동 608-1,서울시 영등포구 도신로 31,37.505643,126.895313,현대산업개발(주),"중앙난방, 도시가스",30,13,1.12,"56,61,66,77,85,94,112,185"
2e5a63a5,신금호파크자이,1156세대 (장기전세 198세대 포함),2016-04-01,서울시 성동구 금호동2가,10,서울시 성동구 금호동2가 1,서울시 성동구 금호로 173,37.555393,127.018597,지에스건설(주),"개별난방, 도시가스",21,16,1.11,"81A,81B,109A,109B,109C,110D,142"
e5a3ccb6,남가좌현대,1155세대,1999-05-01,서울시 서대문구 남가좌동,10,서울시 서대문구 남가좌동 376,서울시 서대문구 가재울로 45,37.574716,126.920478,현대건설(주),"개별난방, 도시가스",20,10,1.13,"84A,86B,94,108A,109B,141"
0fdb14c3,대림,1152세대,1990-08-01,서울시 동작구 사당동,12,서울시 동작구 사당동 169-8,서울시 동작구 사당로17길 52,37.486217,126.973111,대림산업(주),"개별난방, 도시가스",15,12,1.0,"80,103,145"
133163f4,청량리역한양수자인192,1152세대,2023-05-01,서울시 동대문구 용두동,4,서울시 동대문구 용두동 39-1 일원 (동부청과시장정비사업),서울시 동대문구,37.577382,127.04307,"(주)한 양,보성산업(주)","개별난방, 도시가스",58,50,1.18,"120D,120F,120K,120M,121A,121C,121B,121E,121L,121H,121J,121G,121N,121I,176,231"
1ff853b2,대림강변타운,1150세대,2001-10-01,서울시 성동구 응봉동,14,서울시 성동구 응봉동 15,서울시 성동구 고산자로 160,37.553694,127.036017,대림산업(주),"개별난방, 도시가스",23,19,1.16,"79A,79B,107,142S,142N"
e5f5bcca,텐즈힐2,1148세대 (장기전세 211세대 포함),2014-06-01,서울시 성동구 상왕십리동,14,서울시 성동구 상왕십리동 811,서울시 성동구 마장로 137,37.569257,127.024814,"(주)GS건설,현대산업개발,대림산업,삼성물산","개별난방, 도시가스",25,6,1.26,"80,86A,86B,106B,107A,109C,111D,155,159,195"
475b1183,백련산힐스테이트2차,1148세대 (장기전세 255세대 포함),2011-12-01,서울시 은평구 응암동,12,서울시 은평구 응암동 760,서울시 은평구 백련산로 38,37.591147,126.923619,현대건설,"개별난방, 도시가스",15,12,1.23,"82A,82B,83C,107C,108A,108B,110P,140A,140B,141P"
ccd9d026,경희궁자이2단지,1148세대,2017-02-01,서울시 종로구 홍파동,14,서울시 종로구 홍파동 199,서울시 종로구 송월길 99,37.570875,126.963881,지에스건설주식회사,"개별난방, 도시가스",21,9,1.31,"82A,83B,83C,102A,111A,112B,112C,113D,113E,113G,114F,130A,130B,133C,146A,147B,148C,173"
f2237d8b,삼성힐스테이트1단지,1144세대,2008-12-01,서울시 강남구 삼성동,17,서울시 강남구 삼성동 16-2,서울시 강남구 학동로68길 29,37.51672,127.048833,현대건설(주),"지역난방, 열병합",23,14,1.33,"41,47,109A,109D,109C,109B,109E,143A,144B"
109079db,고덕아이파크,1142세대 (장기전세 128세대 포함),2011-12-01,서울시 강동구 고덕동,14,서울시 강동구 고덕동 499,서울시 강동구 동남로79길 26,37.558908,127.155675,현대산업개발㈜,"지역난방, 열병합",20,12,1.77,"85,113A,114B,114,147,147A,179A,181B,215"
8147ca8a,목동우성2차,1140세대,2000-03-01,서울시 양천구 신정동,12,서울시 양천구 신정동 337,서울시 양천구 목동남로4길 6-23,37.507451,126.865425,주식회사 우성,"지역난방, 열병합",18,14,1.19,"106,139"
ed89db34,용산센트럴파크해링턴스퀘어,1140세대 (장기전세 194세대 포함),2020-08-01,서울시 용산구 한강로3가,5,서울시 용산구 한강로3가 63-70,서울시 용산구 서빙고로 17,37.526093,126.967663,(주)효 성,"개별난방, 도시가스",43,32,1.75,"128B,128C,130A,142,158B,160A,188,307P,315P,334P"
0eadb917,신반포3차,1140세대,1978-10-01,서울시 서초구 반포동,15,서울시 서초구 반포동 1-1,서울시 서초구 신반포로19길 10,37.506566,126.997703,한신공영(주),"지역난방, 열병합",12,12,1.02,"107B,107A,107,112,117A,117B,130A,131B,145,164"
15101c97,송파위례22단지한라비발디,1139세대,2013-11-01,서울시 송파구 장지동,12,서울시 송파구 장지동 879,서울시 송파구 위례광장로 163,37.47943,127.139905,(주)한라,"지역난방, 열병합",25,12,1.05,"73A,74B1,74A1,74A1N,74B,77A,85C,85A,85B,85AN"
930d84e6,서초래미안,1129세대,2003-05-01,서울시 서초구 서초동,13,서울시 서초구 서초동 1682,서울시 서초구 서초대로65길 13-10,37.498528,127.019039,삼성물산,"개별난방, 열병합",27,10,1.61,"112B,113A,129,146A,146B,165A,167B"
8fda3020,길음래미안1차,1125세대,2003-01-01,서울시 성북구 길음동,15,서울시 성북구 길음동 1279,서울시 성북구 길음로9길 40,37.605251,127.020583,삼성물산(주),"개별난방, 도시가스",20,8,1.15,"78,104,136"
c87e182c,상도더샵1차,1122세대,2007-09-01,서울시 동작구 상도동,22,서울시 동작구 상도동 521,서울시 동작구 장승배기로4길 9,37.5022,126.943293,(주)포스코건설,"개별난방, 도시가스",15,8,1.46,"79A,79B,81,105B,106A,125,164,181,197"
c5ed0a6c,반포리체,1119세대 (장기전세 43세대 포함),2011-07-01,서울시 서초구 반포동,9,서울시 서초구 반포동 30-26,서울시 서초구 고무래로 35,37.503762,127.013485,"삼성물산(주),대림산업","지역난방, 열병합",35,30,1.5,"84A,84B,113B,113C,113A,132,172A,172B,172C"
131c4cff,홍제역해링턴플레이스,1116세대,2021-12-01,서울시 서대문구 홍제동,18,서울시 서대문구 홍제동 270,서울시 서대문구,37.590313,126.947405,"효성중공업(주),진흥기업(주)","개별난방, 도시가스",20,4,1.14,"58,71,84A,84C,85B,85D,112A,112C,112D,113B,140A"
